Data from Yahoo Finance: https://developer.yahoo.com/yql/
O,250538000
OI,160982000
OKE,209989000
OMC,239590000
ORCL,4201220000
ORLY,97189000
OXY,763845000
PAYX,360946000
PBCT,302859000
PBI,191560000
PCAR,351358000
PCG,492830000
PCLN,49616000
PDCO,95334000
PEG,505961000
PEP,1445412000
PFE,6173001000
PFG,291625000
PG,2704565000
PGR,583599000
PH,135102000
PHM,349148000
PKI,112563000
PLD,524773000
PM,1549347000
PNC,504000000
PNR,180455000
PNW,111004000
POM,254340000
PPG,266765000
PPL,675190000
PRGO,146402000
PRU,446000000
PSA,172921000
PSX,527459000
PVH,81946000
PWR,163546000
PX,284836000
PXD,163266000
PYPL,1222675000
QCOM,1494887000
QRVO,137104000
R,53493000
RAI,1427341000
RCL,217408000
REGN,104107000
RF,1287827000
RHI,129112000
RHT,182625000
RIG,364113000
RL,84014000
ROK,131423000
ROP,101064000
ROST,405005000
RRC,166207000
RSG,344869000
RTN,298997000
SBUX,1478099000
SCG,142916000
SCHW,1320522000
SE,671500000
SEE,195993000
SHW,91758000
SIG,79531000
SJM,119682000
SLB,1256367000
SLG,99975000
SNA,58092000
SNDK,201014000
SNI,128714000
SO,912000000
SPG,309420000
SPLS,643622000
SRCL,85949000
SRE,248722000
STI,507377000
STJ,283616000
STT,400017000
STX,296421000
SWK,152335000
SWKS,191668000
SWN,382869000
SYF,833828000
SYK,372982000
SYMC,652222000
SYY,564603000
T,6151208000
TAP,214436000
TDC,129399000
TE,233399000
TEL,369677000
TGNA,221692000
TGT,602226000
THC,98529000
TIF,128211000
TJX,674676000
TMK,123330000
TMO,396261000
TRIP,145265000
TROW,248179000
TRV,294977000
TSCO,133740000
TSN,394850000
TSO,119194000
TSS,183168000
TWC,283270000
TWX,790154000
TXN,1005257000
TXT,271171000
TYC,424618000
UA,216096000
UAL,359484000
UHS,97667000
UNH,950674000
UNM,238856000
UNP,846414000
UPS,884391000
URBN,117321000
URI,90970000
USB,1737315000
UTX,836432000
V,2400645000
VAR,95502000
VFC,425813000
VIAB,395890000
VLO,470392000
VMC,133181000
VNO,188576000
VRSK,168034000
VRSN,109468000
VRTX,246391000
VTR,336070000
VZ,4073841000
WAT,81650000
WBA,1078746000
WDC,232770000
WEC,315683000
WFC,5076712000
WFM,324615000
WHR,77233000
WLTW,68000000
WM,445652000
WMB,749789000
WMT,3186000000
WRK,257600000
WU,501914000
WY,510492000
WYN,112508000
WYNN,101199000
XEC,94819000
XEL,507553000
XL,297138000
XLNX,255539000
XOM,4152756000
XRAY,140122000
XRX,1012898000
XYL,178485000
YHOO,943424000
YUM,408711000
ZBH,203199000
ZION,204417000
ZTS,497155000
